Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
55196.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39215.68627,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,19607.84314,19607.84314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,115.0,16425.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,5112834.0,9.0,8.0,372.0,5898.0,185.0,0.0,41.33333333,66.9570758,1460.0,2.0,737.25,708.3386498,1226.325752,3.324966154,319552.125,1165361.615,4686360.0,-1.0,5112834.0,639104.25,1637015.355,4686360.0,49.0,220340.0,31477.14286,53069.79958,109843.0,49.0,0.0,0.0,0.0,0.0,192.0,164.0,1.760276199,1.564689955,0.0,1460.0,348.3333333,580.4510417,336923.4118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,368.8235294,41.33333333,737.25,192.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,372.0,8.0,5898.0,8192.0,30016.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,46717.0,2.0,2.0,62.0,276.0,31.0,31.0,31.0,0.0,138.0,138.0,138.0,0.0,7235.0536207376,85.6219363401,15572.3333333333,26970.3404749242,46715.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,104.0,42.81096817,42.81096817,31.0,138.0,73.8,58.6063136531,3434.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.25,31.0,138.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,2.0,276.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,114.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,105263.1579,17543.85965,114.0,0.0,114.0,114.0,114.0,114.0,0.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,17543.85965,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,254.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,114879323.0,41.0,37.0,3165.0,31100.0,1130.0,0.0,77.19512195,223.3609433,2394.0,0.0,840.5405405,752.9484118,298.2695154,0.678973361,1491939.26,3516538.174,10000000.0,1.0,115000000.0,2871070.175,4497423.356,10000000.0,1.0,115000000.0,3190075.389,4638965.431,10000000.0,2.0,0.0,0.0,0.0,0.0,1364.0,1192.0,0.356896254,0.322077107,0.0,2394.0,433.7341772,659.5293914,434979.0182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,439.2948718,77.19512195,840.5405405,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3165.0,37.0,31100.0,29200.0,415.0,6.0,32.0,429501.8182,1303618.01,4360058.0,36314.0,10000000.0,2664.38493,10000000.0,10000000.0,0
443.0,116838198.0,28.0,33.0,4312.0,6210.0,533.0,0.0,154.0,206.8012106849,1460.0,0.0,188.1818181818,361.8556734516,90.05616468,0.522089531,1947303.3,3896345.99284184,9992335.0,1.0,116838198.0,4327340.66666667,4897585.91755083,10020610.0,2.0,111447506.0,3482734.5625,4807744.98397272,10027464.0,1.0,0.0,0.0,0.0,0.0,572.0,672.0,0.2396476536,0.2824418774,0.0,1460.0,169.7096774194,297.3031453461,88389.1602326811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,172.4918032787,154.0,188.1818181818,572.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4312.0,33.0,6210.0,8192.0,5120.0,27.0,20.0,146909.333333333,410781.890110983,1451317.0,28258.0,9589607.0,1332458.53739032,9992335.0,5362075.0,0
443.0,15686579.0,44.0,63.0,6996.0,23575.0,624.0,6.0,159.0,230.6076906279,1430.0,6.0,374.2063492064,559.049370511,1948.8634201249,6.8211175936,147986.594339623,1059341.32615274,10856075.0,1.0,15686579.0,364804.162790698,1665689.39076265,10931975.0,61.0,14447540.0,233024.838709677,1380970.94219949,10892610.0,1.0,1.0,0.0,0.0,0.0,880.0,1260.0,2.8049455525,4.0161720411,6.0,1430.0,288.8240740741,463.3870998149,214727.604274836,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,291.523364486,159.0,374.2063492064,880.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6996.0,63.0,23575.0,256.0,1180.0,43.0,20.0,3301743.0,0.0,3301743.0,3301743.0,10856075.0,0.0,10856075.0,10856075.0,0
53.0,37977.0,1.0,1.0,58.0,186.0,58.0,58.0,58.0,0.0,186.0,186.0,186.0,0.0,6424.941412,52.6634542,37977.0,0.0,37977.0,37977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,26.3317271,26.3317271,58.0,186.0,100.6666667,73.90083446,5461.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,58.0,186.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,1.0,186.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,61044.0,2.0,2.0,68.0,100.0,34.0,34.0,34.0,0.0,50.0,50.0,50.0,0.0,2752.11323,65.52650547,20348.0,35199.60973,60993.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,40.0,32.76325274,32.76325274,34.0,50.0,40.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.5,34.0,50.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,100.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,30703.0,2.0,2.0,72.0,236.0,36.0,36.0,36.0,0.0,118.0,118.0,118.0,0.0,10031.593,130.2804286,10234.33333,17722.05519,30698.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,64.0,65.14021431,65.14021431,36.0,118.0,68.8,44.91324972,2017.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,36.0,118.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,2.0,236.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54991.0,7.0,5.0,0.0,392.0,0.0,242.0,0.0,78.4,95.91298139,0.0,0.0,0.0,0.0,56000000.0,714285.7143,1.75,1.5,4.0,1.0,7.0,1.75,1.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,714285.7143,0.0,0.0,242.0,105.6666667,108.7210498,11820.26667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,126.8,78.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,392.0,0.0,0.0,288.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,117840475.0,17.0,21.0,1801.0,5797.0,644.0,0.0,105.9411765,190.7096847,1418.0,0.0,276.047619,442.7087616,64.4769974,0.322469847,3184877.703,13400000.0,58900000.0,1.0,118000000.0,7365029.688,19900000.0,58900000.0,48.0,118000000.0,5890179.85,18000000.0,58900000.0,1.0,0.0,0.0,0.0,0.0,552.0,680.0,0.144262827,0.178207021,0.0,1418.0,194.8205128,355.8734896,126645.9406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,199.9473684,105.9411765,276.047619,552.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1801.0,21.0,5797.0,29200.0,369.0,9.0,32.0,469973.5,555485.4096,862761.0,77186.0,58400000.0,633016.1327,58900000.0,58000000.0,0
80.0,120.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,100000.0,16666.66667,120.0,0.0,120.0,120.0,120.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,16666.66667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,254.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,312187.0,2.0,2.0,84.0,116.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,640.6416667,12.81283333,104062.3333,180195.3507,312134.0,3.0,3.0,3.0,0.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,64.0,64.0,6.406416667,6.406416667,42.0,58.0,48.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.5,42.0,58.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,116.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,30779.0,4.0,2.0,172.0,198.0,43.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,12021.18327,194.9381072,6155.8,13406.4616,30133.0,3.0,30140.0,10046.66667,17395.27494,30133.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,104.0,40.0,129.9587381,64.97936905,43.0,99.0,59.0,27.32520204,746.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.83333333,43.0,99.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,172.0,2.0,198.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
445.0,95712956.0,30.0,26.0,1636.0,2092.0,92.0,0.0,54.53333333,41.67835238,128.0,0.0,80.46153846,57.22183553,38.94979484,0.585082755,1740235.564,6620814.49,30000000.0,1.0,95700000.0,3300446.759,8899786.462,30000000.0,3.0,95700000.0,3828509.4,9504829.306,30000000.0,1.0,0.0,0.0,0.0,0.0,624.0,592.0,0.31343719,0.271645565,0.0,128.0,65.50877193,50.92049924,2592.897243,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.67857143,54.53333333,80.46153846,624.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1636.0,26.0,2092.0,252.0,2051.0,27.0,20.0,30086.0,36342.61819,73440.0,19.0,23900000.0,9113857.539,30000000.0,10700000.0,0
53.0,174.0,2.0,2.0,88.0,292.0,44.0,44.0,44.0,0.0,146.0,146.0,146.0,0.0,2183908.046,22988.50575,58.0,95.26279442,168.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,11494.25287,11494.25287,44.0,146.0,84.8,55.86770087,3121.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,44.0,146.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,292.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51733.0,310.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,38709.67742,6451.612903,310.0,0.0,310.0,310.0,310.0,310.0,0.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,6451.612903,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,512.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58902.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68965.51724,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,34482.75862,34482.75862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,141.0,383.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,189.0,2.0,2.0,72.0,230.0,36.0,36.0,36.0,0.0,115.0,115.0,115.0,0.0,1597883.598,21164.02116,63.0,25.98076211,93.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,10582.01058,10582.01058,36.0,115.0,67.6,43.27008204,1872.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5,36.0,115.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,2.0,230.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50493.0,6210.0,2.0,1.0,12.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,2898.550725,483.0917874,3105.0,4384.062043,6205.0,5.0,6210.0,6210.0,0.0,6210.0,6210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,322.0611916,161.0305958,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,6.0,23.0,16223.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,15541.0,1.0,1.0,0.0,356.0,0.0,0.0,0.0,0.0,356.0,356.0,356.0,0.0,22907.14883,128.6918474,15541.0,0.0,15541.0,15541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,64.34592369,64.34592369,0.0,356.0,118.6666667,205.5366958,42245.33333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,178.0,0.0,356.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,356.0,317.0,65.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,97892.0,4.0,2.0,148.0,154.0,37.0,37.0,37.0,0.0,77.0,77.0,77.0,0.0,3085.032485,61.29203612,19578.4,31710.77389,72926.0,1.0,72976.0,24325.33333,42089.41882,72926.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,80.0,40.0,40.86135741,20.43067871,37.0,77.0,48.42857143,19.51800146,380.952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,37.0,77.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,148.0,2.0,154.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,316.0,2.0,2.0,82.0,196.0,41.0,41.0,41.0,0.0,98.0,98.0,98.0,0.0,879746.8354,12658.22785,105.3333333,97.57219549,218.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,6329.113924,6329.113924,41.0,98.0,63.8,31.22018578,974.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.75,41.0,98.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,2.0,196.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,5323499.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751385508,1774499.667,3041886.059,5286904.0,59.0,5323499.0,2661749.5,3712529.097,5286904.0,36595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.563539131,0.187846377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,42408.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,117690121.0,2.0,2.0,114.0,224.0,70.0,44.0,57.0,18.38477631,152.0,72.0,112.0,56.56854249,2.871948785,0.03398756,39200000.0,67900000.0,118000000.0,621.0,118000000.0,118000000.0,0.0,118000000.0,118000000.0,118000000.0,118000000.0,0.0,118000000.0,118000000.0,0.0,0.0,0.0,0.0,52.0,64.0,0.01699378,0.01699378,44.0,152.0,81.6,41.02194535,1682.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0,57.0,112.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,114.0,2.0,224.0,-1.0,-1.0,1.0,20.0,621.0,0.0,621.0,621.0,118000000.0,0.0,118000000.0,118000000.0,0
